title,genres,rating,action,film-noir,imax,crime,fantasy,children,comedy,musical,horror,animation,adventure,mystery,romance,documentary,thriller,war,sci-fi,drama,western
"Mark of Zorro, The (1940)",Adventure,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,C,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Lost Horizon (1937),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Top Hat (1935),Comedy|Musical|Romance,B,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
My Man Godfrey (1936),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Giant (1956),Drama|Romance|Western,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"Thin Man, The (1934)",Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
His Girl Friday (1940),Comedy|Romance,A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Around the World in 80 Days (1956),Adventure|Comedy,C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,B,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Mr. Smith Goes to Washington (1939),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bringing Up Baby (1938),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Penny Serenade (1941),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"39 Steps, The (1935)",Drama|Mystery|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"African Queen, The (1951)",Adventure|Comedy|Romance|War,C,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,C,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
Cat on a Hot Tin Roof (1958),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meet John Doe (1941),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Farewell to Arms, A (1932)",Romance|War,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Fly Away Home (1996),Adventure|Children,C,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael Collins (1996),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Night (1996),Comedy|Drama,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Chamber, The (1996)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Love Bug, The (1969)",Children|Comedy,D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Parent Trap, The (1961)",Children|Comedy|Romance,D,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,C,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,C,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Mary Poppins (1964),Children|Comedy|Fantasy|Musical,C,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Dumbo (1941),Animation|Children|Drama|Musical,C,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Pete's Dragon (1977),Adventure|Animation|Children|Musical,E,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,C,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"Fox and the Hound, The (1981)",Animation|Children|Drama,C,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Sound of Music, The (1965)",Musical|Romance,C,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Secrets & Lies (1996),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
That Thing You Do! (1996),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Shall We Dance (1937),Comedy|Musical|Romance,A,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Crossfire (1947),Crime|Film-Noir,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fish Called Wanda, A (1988)",Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python's Life of Brian (1979),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Victor/Victoria (1982),Comedy|Musical|Romance,C,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Candidate, The (1972)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bonnie and Clyde (1967),Crime|Drama,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dirty Dancing (1987),Drama|Musical|Romance,C,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Reservoir Dogs (1992),Crime|Mystery|Thriller,B,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Platoon (1986),Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Doors, The (1991)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sophie's Choice (1982),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Top Gun (1986),Action|Romance,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rebel Without a Cause (1955),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Streetcar Named Desire, A (1951)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"People vs. Larry Flynt, The (1996)",Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
On Golden Pond (1981),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Return of the Pink Panther, The (1975)",Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Private Benjamin (1980),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,B,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
When We Were Kings (1996),Documentary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,B,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Bob Roberts (1992),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enchanted April (1992),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Paths of Glory (1957),Drama|War,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Grifters, The (1990)",Crime|Drama|Film-Noir,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"English Patient, The (1996)",Drama|Romance|War,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
My Left Foot (1989),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Passion Fish (1992),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Strictly Ballroom (1992),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Thin Blue Line, The (1988)",Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Flew Over the Cuckoo's Nest (1975),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,B,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aliens (1986),Action|Adventure|Horror|Sci-Fi,C,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12 Angry Men (1957),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lawrence of Arabia (1962),Adventure|Drama|War,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
To Kill a Mockingbird (1962),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Apocalypse Now (1979),Action|Drama|War,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Third Man, The (1949)",Film-Noir|Mystery|Thriller,B,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Goodfellas (1990),Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alien (1979),Horror|Sci-Fi,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ran (1985),Drama|War,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Psycho (1960),Crime|Horror,B,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Blues Brothers, The (1980)",Action|Comedy|Musical,C,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Godfather: Part II, The (1974)",Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Full Metal Jacket (1987),Drama|War,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,B,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
Henry V (1989),Action|Drama|Romance|War,B,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Amadeus (1984),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raging Bull (1980),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Annie Hall (1977),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Right Stuff, The (1983)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Boot, Das (Boat, The) (1981)",Action|Drama|War,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Sting, The (1973)",Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harold and Maude (1971),Comedy|Drama|Romance,A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Terminator, The (1984)",Action|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Glory (1989),Drama|War,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Manhattan (1979),Comedy|Drama|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Dead Poets Society (1989),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Graduate, The (1967)",Comedy|Drama|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,B,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,B,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Better Off Dead... (1985),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Shining, The (1980)",Horror,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stand by Me (1986),Adventure|Drama,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
M (1931),Crime|Film-Noir|Thriller,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Great Escape, The (1963)",Action|Adventure|Drama|War,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"Deer Hunter, The (1978)",Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Unforgiven (1992),Drama|Western,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Manchurian Candidate, The (1962)",Crime|Thriller|War,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,C,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Back to the Future (1985),Adventure|Comedy|Sci-Fi,B,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Patton (1970),Drama|War,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Akira (1988),Action|Adventure|Animation|Sci-Fi,C,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Cool Hand Luke (1967),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cyrano de Bergerac (1990),Comedy|Drama|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Young Frankenstein (1974),Comedy|Fantasy,C,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Great Dictator, The (1940)",Comedy|Drama|War,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Fantasia (1940),Animation|Children|Fantasy|Musical,C,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
High Noon (1952),Drama|Western,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,B,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Heathers (1989),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This Is Spinal Tap (1984),Comedy,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade (1989),Action|Adventure,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Being There (1979),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gandhi (1982),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Room with a View, A (1986)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Killing Fields, The (1984)",Drama|War,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Forbidden Planet (1956),Drama|Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Field of Dreams (1989),Children|Drama|Fantasy,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Man Who Would Be King, The (1975)",Adventure|Drama,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Butch Cassidy and the Sundance Kid (1969),Action|Western,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
When Harry Met Sally... (1989),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Birds, The (1963)",Horror|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cape Fear (1991),Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cape Fear (1962),Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Carrie (1976),Drama|Fantasy|Horror|Thriller,C,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Omen, The (1976)",Horror|Mystery|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Breaking the Waves (1996),Drama|Mystery,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Shine (1996),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sling Blade (1996),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Preacher's Wife, The (1996)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Crucible, The (1996)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101 Dalmatians (1996),Adventure|Children|Comedy,D,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,C,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Batman Returns (1992),Action|Crime,D,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grease (1978),Comedy|Musical|Romance,D,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Grease 2 (1982),Comedy|Musical|Romance,F,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Jaws (1975),Action|Horror,B,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jaws 3-D (1983),Action|Horror,G,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jerry Maguire (1996),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Raising Arizona (1987),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,C,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
In Love and War (1996),Romance|War,E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Scream (1996),Comedy|Horror|Mystery|Thriller,D,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"Last of the Mohicans, The (1992)",Action|Romance|War|Western,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Hamlet (1996),Crime|Drama|Romance,B,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Whole Wide World, The (1996)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Evita (1996),Drama|Musical,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hearts and Minds (1996),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Benny & Joon (1993),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Kolya (Kolja) (1996),Comedy|Drama,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Waiting for Guffman (1996),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Brasco (1997),Crime|Drama,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,F,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Liar Liar (1997),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina (1997),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Grosse Pointe Blank (1997),Comedy|Crime|Romance,C,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Romy and Michele's High School Reunion (1997),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Brassed Off (1996),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,E,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Ponette (1996),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
My Best Friend's Wedding (1997),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Face/Off (1997),Action|Crime|Drama|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
G.I. Jane (1997),Action|Drama,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Air Force One (1997),Action|Thriller,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hunt for Red October, The (1990)",Action|Adventure|Thriller,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,B,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Game, The (1997)",Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Ice Storm, The (1997)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Devil's Advocate (1997),Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Washington Square (1997),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gattaca (1997),Drama|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Stripes (1981),Comedy|War,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Rainmaker, The (1997)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Witness (1985),Drama|Romance|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Sliding Doors (1998),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"Wings of the Dove, The (1997)",Drama|Romance,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Good Will Hunting (1997),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,D,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Scream 2 (1997),Comedy|Horror|Mystery|Thriller,E,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"Sweet Hereafter, The (1997)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Titanic (1997),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,E,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Big Lebowski, The (1998)",Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Great Expectations (1998),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
